Investment_ID,Tree_ID,Date_ID,Maintenance_Cost,Growth_cm,Carbon_Credits
I12561,T002,20220912,621.26,69.1,1555.91
I12562,T002,20241212,885.95,55.7,1655.99
I12563,T001,20230209,1951.04,97.4,509.9
I12564,T002,20220531,2475.21,36.2,1058.33
I12565,T004,20210507,2167.86,97.6,507.09
I12566,T003,20240721,2806.01,72.1,535.92
I12567,T003,20240518,924.74,50.5,1334.1
I12568,T003,20241110,1525.3,59.8,1335.06
I12569,T001,20200904,1915.74,94.7,649.03
I12570,T005,20220514,1111.48,93.1,706.26
I12571,T005,20230205,2811.75,88.1,927.87
I12572,T005,20221002,1334.13,55.8,1018.78
I12573,T002,20201012,2215.02,40.8,862.14
I12574,T005,20230315,917.19,39.3,1018.38
I12575,T003,20230719,2971.33,29.6,1331.83
I12576,T001,20210910,1929.36,35.6,1107.87
I12577,T001,20230210,1629.98,82.1,1112.67
I12578,T005,20210321,1433.5,23.6,2128.91
I12579,T001,20220314,1530.36,50.2,917.26
I12580,T005,20230311,2543.34,78.2,524.13
I12581,T005,20240615,2014.32,22.0,1546.39
I12582,T003,20200118,544.19,58.5,1853.79
I12583,T002,20221004,679.5,19.0,2376.35
I12584,T001,20201018,1306.83,98.9,1461.28
I12585,T001,20231110,1675.35,66.1,504.32
I12586,T001,20230425,710.96,18.6,2100.31
I12587,T001,20230522,1367.78,48.2,1462.59
I12588,T001,20200409,2891.32,91.4,1072.25
I12589,T005,20231108,2167.38,65.7,2212.56
I12590,T003,20200315,1952.21,12.0,2093.56
I12591,T001,20230819,697.83,12.5,922.95
I12592,T002,20210911,1709.01,25.0,1793.4
I12593,T005,20231225,2997.72,13.0,761.53
I12594,T003,20220123,2975.7,86.0,1265.46
I12595,T003,20240701,1871.22,40.1,2026.27
I12596,T001,20230502,2240.29,82.3,2051.11
I12597,T005,20240411,2787.12,49.1,2484.09
I12598,T001,20230125,748.68,45.0,1518.41
I12599,T003,20220516,1297.86,99.1,1476.86
I12600,T001,20231018,1992.02,16.6,946.72
I12601,T002,20220406,2346.53,13.2,1575.96
I12602,T002,20241010,1864.02,91.4,2437.5
I12603,T005,20200226,1471.88,66.8,1721.17
I12604,T004,20200425,672.11,63.5,2319.41
I12605,T005,20220728,1126.85,90.4,1290.76
I12606,T003,20200513,1117.65,20.6,2222.47
I12607,T001,20241113,1735.12,35.9,946.33
I12608,T004,20210208,2763.21,73.6,966.45
I12609,T001,20220722,724.18,15.5,2149.37
I12610,T003,20200608,1760.21,94.0,1995.83
I12611,T002,20241123,1286.44,81.7,619.91
I12612,T003,20201027,2301.82,39.0,801.3
I12613,T002,20230116,2244.82,28.7,2063.11
I12614,T004,20240705,992.6,31.0,2379.05
I12615,T005,20210603,2936.92,50.1,2436.29
I12616,T002,20240320,2787.16,74.4,963.12
I12617,T001,20210420,2166.0,66.9,1870.89
I12618,T005,20210707,2718.78,93.8,866.69
I12619,T001,20210217,1814.37,67.1,1955.4
I12620,T003,20240204,610.06,95.0,1005.06
I12621,T001,20240808,714.56,10.2,918.21
I12622,T004,20201010,2525.89,13.0,1574.27
I12623,T003,20230815,1159.12,88.5,1295.9
I12624,T005,20201117,730.02,22.2,939.03
I12625,T003,20210208,1646.75,76.8,901.55
I12626,T004,20210716,987.88,40.1,1211.86
I12627,T001,20240928,2798.81,45.1,864.22
I12628,T001,20230503,555.62,54.6,2291.07
I12629,T005,20230802,1274.46,52.2,751.13
I12630,T003,20211214,2502.47,83.7,2245.3
I12631,T004,20230314,2051.33,20.8,1207.29
I12632,T004,20200621,1280.79,98.2,1156.47
I12633,T005,20241124,1704.07,94.2,1630.41
I12634,T002,20200327,528.61,56.3,813.55
I12635,T004,20211201,1235.65,82.3,1083.38
I12636,T002,20200126,2367.68,87.4,1149.94
I12637,T003,20210417,1736.94,18.5,1533.9
I12638,T003,20231102,739.11,47.6,1405.93
I12639,T001,20240201,1637.2,88.0,1927.1
I12640,T004,20230312,2456.14,26.9,2311.2
I12641,T003,20240109,2940.08,80.0,1618.7
I12642,T004,20200327,1642.37,85.6,2071.09
I12643,T005,20230104,1102.96,18.2,975.48
I12644,T004,20200104,730.86,55.3,919.91
I12645,T004,20200424,1389.8,50.5,1231.98
I12646,T003,20240719,1751.32,86.7,617.1
I12647,T001,20200627,1492.14,17.4,2266.8
I12648,T002,20220610,1769.92,70.7,528.17
I12649,T005,20220625,542.33,16.3,2421.7
I12650,T005,20230113,2685.52,21.9,1074.67
I12651,T005,20220401,816.99,50.1,1134.59
I12652,T004,20240814,602.68,82.8,1894.11
I12653,T004,20211104,768.44,67.4,2162.53
I12654,T005,20230309,1101.05,14.9,2337.94
I12655,T005,20230906,1472.26,76.9,1772.43
I12656,T002,20200123,1915.22,87.6,660.66
I12657,T005,20230715,2895.07,61.0,1277.48
I12658,T001,20241002,2903.74,23.2,829.22
I12659,T002,20240805,2149.38,34.4,672.18
I12660,T005,20230412,2395.57,30.5,2328.21
I12661,T002,20210319,1106.82,90.5,1837.34
I12662,T001,20200426,2241.57,80.5,1518.94
I12663,T002,20241001,997.5,95.1,2135.41
I12664,T001,20220122,2801.93,72.5,1065.45
I12665,T004,20200404,704.05,58.0,1002.43
I12666,T005,20220608,1348.03,33.4,1761.38
I12667,T003,20240107,1481.05,21.3,2310.12
I12668,T001,20210226,612.9,44.8,1998.72
I12669,T005,20210606,2768.59,96.1,1511.4
I12670,T001,20230103,1082.99,38.4,2440.11
I12671,T005,20221123,1622.81,72.6,2378.05
I12672,T001,20230909,2495.33,75.7,744.0
I12673,T003,20220318,993.02,77.8,1607.03
I12674,T004,20241216,691.94,76.6,759.59
I12675,T001,20241113,1023.09,18.1,1242.89
I12676,T003,20211212,1214.01,94.7,1261.14
I12677,T003,20201028,2315.34,85.1,709.23
I12678,T002,20221130,2233.42,47.9,1627.46
I12679,T004,20211028,1877.55,11.6,753.75
I12680,T002,20231125,582.18,64.6,2364.65
I12681,T004,20210530,1379.08,96.3,888.82
I12682,T002,20240927,2846.82,41.6,1712.57
I12683,T001,20220630,1430.85,29.0,1429.17
I12684,T002,20200826,652.68,26.6,1706.9
I12685,T004,20240305,2967.47,43.8,2219.58
I12686,T005,20210126,2591.66,32.6,1440.02
I12687,T001,20220203,1970.12,53.3,1673.86
I12688,T004,20240906,1778.75,98.6,884.16
I12689,T003,20220715,2649.79,58.4,2171.92
I12690,T005,20240614,1894.04,99.7,640.63
I12691,T003,20231012,1543.11,86.5,792.24
I12692,T004,20221213,734.01,42.8,777.75
I12693,T002,20240818,1925.91,37.3,1735.8
I12694,T005,20240213,2927.63,80.9,1840.01
I12695,T002,20220812,512.32,67.7,1778.77
I12696,T002,20211015,1715.48,18.5,924.07
I12697,T001,20220619,2668.96,73.7,745.03
I12698,T005,20211116,773.61,63.1,2218.8
I12699,T002,20240713,2097.21,85.4,1904.99
I12700,T001,20200427,1627.04,65.1,643.08
I12701,T001,20230404,2525.44,97.9,1540.85
I12702,T003,20211227,2667.44,83.2,1816.79
I12703,T001,20200822,1245.01,34.3,1207.86
I12704,T004,20220610,2284.89,45.2,1129.29
I12705,T001,20200412,2752.56,43.8,2091.77
I12706,T003,20200203,1415.02,95.6,2165.31
I12707,T002,20231022,679.94,55.0,722.65
I12708,T003,20220826,1317.92,69.8,1258.69
I12709,T002,20240508,2460.14,30.1,524.5
I12710,T002,20210629,1012.13,42.5,2293.39
I12711,T001,20240222,2823.18,54.7,611.68
I12712,T004,20230213,2187.43,75.2,2308.79
I12713,T005,20240425,1347.65,16.9,642.2
I12714,T003,20200128,1460.05,78.7,771.02
I12715,T003,20230620,2374.18,77.7,859.31
I12716,T005,20220413,905.84,59.3,1660.66
I12717,T002,20200423,762.16,56.4,1897.6
I12718,T004,20201110,1661.83,62.9,573.54
I12719,T004,20240320,712.84,64.2,1125.43
I12720,T004,20220419,2845.86,36.3,1785.26
I12721,T002,20200130,1914.29,67.5,1945.15
I12722,T002,20210727,1652.72,82.8,1045.17
I12723,T005,20200802,1012.78,11.5,1683.09
I12724,T001,20241226,820.95,70.4,770.97
I12725,T003,20220816,1444.12,61.9,2065.84
I12726,T003,20231002,2926.5,14.7,2159.41
I12727,T003,20200103,1201.26,87.5,1311.21
I12728,T003,20200310,2593.75,50.8,1388.74
I12729,T001,20210611,1971.36,97.1,1266.85
I12730,T002,20200604,1447.62,41.8,2399.8
I12731,T003,20221004,511.95,32.4,543.1
I12732,T001,20220801,1175.86,12.9,992.71
I12733,T003,20230302,1849.65,63.7,1308.26
I12734,T004,20230319,1719.7,95.6,1710.17
I12735,T004,20220810,2999.08,68.1,1176.44
I12736,T001,20200302,2690.63,59.0,2241.66
I12737,T005,20200216,860.78,84.8,765.3
I12738,T003,20210213,2361.26,34.2,741.27
I12739,T004,20230217,2447.02,18.2,1498.85
I12740,T005,20231101,929.63,66.8,1053.0
I12741,T002,20230921,1105.98,55.7,1032.01
I12742,T002,20220117,1477.39,58.1,1856.51
I12743,T003,20230125,1169.83,95.6,946.99
I12744,T001,20211228,2467.74,36.4,1182.51
I12745,T001,20200505,1187.19,33.4,816.6
I12746,T001,20220108,1794.09,85.4,2272.16
I12747,T004,20210705,946.29,63.3,2213.62
I12748,T004,20210909,1474.82,69.8,1277.11
I12749,T004,20240704,2259.26,90.6,1172.56
I12750,T001,20210413,2804.84,24.1,1689.29
I12751,T003,20211001,1754.66,86.8,2231.89
I12752,T003,20230430,1161.86,94.6,1089.63
I12753,T002,20240318,1240.44,85.9,2021.38
I12754,T001,20211008,1171.44,64.0,802.12
I12755,T004,20240615,1501.81,63.7,1978.24
I12756,T003,20220215,2573.93,84.2,1557.85
I12757,T001,20230310,2075.86,19.2,674.0
I12758,T004,20230330,2253.14,79.1,1016.72
I12759,T005,20240818,1152.72,26.0,667.36
I12760,T005,20210226,1702.6,27.6,1123.11
I12761,T003,20230520,2847.88,53.1,1599.53
I12762,T005,20230620,1030.87,69.6,2007.77
I12763,T005,20210706,1172.6,85.4,1821.18
I12764,T004,20220530,2135.64,52.4,2070.85
I12765,T005,20240306,1694.97,91.9,1128.13
I12766,T003,20230120,1248.09,13.8,997.22
I12767,T003,20210504,1287.95,40.8,1315.68
I12768,T004,20211127,957.16,51.8,1751.39
I12769,T003,20220628,2545.43,47.5,1221.53
I12770,T005,20220812,773.17,12.1,1004.59
I12771,T004,20200927,780.68,13.1,2021.09
I12772,T002,20220831,1737.48,94.3,1797.09
I12773,T005,20210106,2289.6,25.2,2449.58
I12774,T005,20240702,885.51,51.4,1393.0
I12775,T003,20230704,1831.96,70.7,1241.45
I12776,T001,20240703,616.56,35.0,1295.42
I12777,T003,20220922,989.19,53.7,1005.34
I12778,T005,20200614,2286.67,29.5,2170.43
I12779,T003,20230922,858.94,40.6,792.46
I12780,T002,20210602,2319.59,62.7,1115.58
I12781,T003,20220303,1822.31,24.0,1909.98
I12782,T001,20211105,1102.26,99.0,1618.84
I12783,T004,20220429,1794.96,27.9,1878.67
I12784,T002,20230922,1901.79,96.1,937.81
I12785,T003,20210927,1775.75,54.1,2279.95
I12786,T005,20201113,2155.9,25.2,665.65
I12787,T004,20210430,2802.17,82.8,2375.69
I12788,T004,20210107,901.98,81.4,1067.81
I12789,T004,20201024,2583.82,86.3,2187.38
I12790,T005,20231031,2065.98,53.1,2397.04
I12791,T002,20231223,2304.11,81.6,949.03
I12792,T002,20210401,682.02,30.9,982.26
I12793,T001,20210507,1548.49,76.8,595.19
I12794,T004,20211113,1398.7,65.9,1356.99
I12795,T004,20230126,1054.04,12.7,2335.72
I12796,T001,20231223,2827.41,21.6,1337.84
I12797,T001,20230613,650.05,78.3,1943.75
I12798,T001,20211227,537.51,72.7,1269.41
I12799,T003,20210221,2674.2,56.0,1407.81
I12800,T004,20231119,549.13,60.0,1547.18
I12801,T004,20200227,2828.7,73.4,610.4
I12802,T003,20210429,832.98,91.1,1907.98
I12803,T003,20240709,889.3,92.1,1982.03
I12804,T002,20210821,743.3,71.7,1994.78
I12805,T004,20200427,1464.97,65.8,1552.06
I12806,T005,20220223,2140.91,85.1,738.51
I12807,T003,20240501,2430.02,78.8,924.06
I12808,T004,20211006,2633.45,85.9,1820.03
I12809,T001,20240720,1814.43,11.5,2417.7
I12810,T003,20231225,1517.0,72.3,1961.88
I12811,T004,20210404,2101.14,59.3,2002.89
I12812,T005,20230503,1331.04,71.4,1444.27
I12813,T001,20240504,956.49,89.5,1453.86
I12814,T003,20210707,2172.05,47.7,1956.34
I12815,T004,20230927,2422.52,36.3,2418.82
I12816,T003,20221006,553.5,33.7,2358.1
I12817,T004,20200331,2041.85,17.0,2131.08
I12818,T004,20240906,2343.72,73.3,1503.04
I12819,T002,20200623,1728.78,11.3,1569.21
I12820,T002,20210712,1870.89,93.5,1476.32
I12821,T001,20201105,745.13,83.5,2354.61
I12822,T001,20230410,976.77,31.3,2132.85
I12823,T001,20210526,572.5,33.9,1632.59
I12824,T002,20210205,2344.24,40.6,891.17
I12825,T003,20200710,1468.63,67.0,1901.98
I12826,T001,20200101,1905.16,38.1,2427.57
I12827,T001,20210323,1961.64,57.5,940.72
I12828,T003,20230202,2015.12,95.2,530.01
I12829,T003,20210217,768.85,65.7,1830.62
I12830,T002,20230704,1836.99,42.5,830.62
I12831,T001,20230618,2332.75,99.4,2077.42
I12832,T003,20200417,2801.57,36.3,1739.63
I12833,T005,20241027,2885.04,82.6,765.04
I12834,T001,20230706,2460.39,89.6,1894.51
I12835,T003,20240306,2190.16,93.0,1880.56
I12836,T005,20230318,2397.79,50.4,2354.95
I12837,T003,20221003,1345.01,51.6,1092.53
I12838,T005,20210805,1270.04,31.1,2072.77
I12839,T002,20220811,2801.34,69.3,2358.86
I12840,T005,20220601,1931.51,97.3,1112.72
I12841,T002,20210925,1488.13,67.7,1825.05
I12842,T002,20230729,2928.85,22.0,2219.48
I12843,T003,20220430,1289.36,89.6,1151.63
I12844,T004,20201028,2518.63,26.5,1796.02
I12845,T004,20231026,2570.74,27.2,1039.71
I12846,T005,20210711,2542.33,45.8,965.44
I12847,T005,20230303,1012.6,18.2,1795.54
I12848,T003,20230709,1239.01,59.0,1993.44
I12849,T001,20240319,2133.11,89.4,2016.04
I12850,T005,20230601,1984.64,18.6,1155.46
I12851,T004,20231212,1946.65,22.6,2162.23
I12852,T001,20220403,624.89,92.5,1736.13
I12853,T001,20240717,2122.39,39.7,1158.82
I12854,T003,20221120,1853.25,68.3,1101.6
I12855,T001,20220826,1651.03,67.5,691.89
I12856,T005,20230321,2071.9,12.9,1948.18
I12857,T004,20220902,1343.7,33.7,2348.89
I12858,T003,20240208,1868.93,80.1,1321.56
I12859,T001,20200402,2836.27,48.2,1893.04
I12860,T004,20240201,963.37,16.8,2189.0
I12861,T002,20200902,600.41,28.9,1613.54
I12862,T005,20241224,1078.24,48.3,2493.77
I12863,T003,20200403,1329.57,26.3,998.18
I12864,T002,20200212,2299.54,87.7,914.91
I12865,T001,20240731,1540.07,34.8,2090.67
I12866,T003,20210724,2765.7,81.8,2087.31
I12867,T001,20241110,2285.54,57.6,2014.7
I12868,T001,20211117,2826.32,22.6,954.3
I12869,T004,20220124,2374.71,49.6,1620.89
I12870,T002,20210723,2062.65,41.5,960.96
I12871,T005,20211223,2065.44,38.4,1535.49
I12872,T005,20230824,1746.75,45.4,1347.28
I12873,T005,20210111,1652.22,38.4,2055.15
I12874,T004,20220419,1181.16,66.1,1883.5
I12875,T003,20231123,526.53,94.8,1954.26
I12876,T001,20211231,850.51,59.7,1804.63
I12877,T004,20240922,1608.25,18.4,738.42
I12878,T003,20200225,1753.58,83.0,1307.85
I12879,T005,20230218,608.86,56.6,532.01
I12880,T001,20201229,2681.45,17.6,2242.79
I12881,T005,20200630,2700.82,29.6,1469.15
I12882,T004,20220829,2862.38,54.6,1316.07
I12883,T005,20220730,1517.22,17.4,502.51
I12884,T003,20220731,2046.42,75.2,776.61
I12885,T001,20211205,2938.21,96.7,956.37
I12886,T005,20200719,1855.2,31.1,1355.83
I12887,T002,20240522,1844.15,23.2,1244.02
I12888,T001,20200711,531.35,86.9,592.52
I12889,T002,20240617,1337.18,73.4,1967.15
I12890,T004,20220907,2278.0,53.6,1722.19
I12891,T004,20240814,1792.46,32.1,1903.11
I12892,T002,20200921,1102.1,11.4,1556.55
I12893,T001,20230628,973.1,48.3,654.9
I12894,T003,20200109,1870.2,66.6,696.83
I12895,T003,20210619,2427.73,65.0,2351.81
I12896,T002,20241020,1396.57,63.0,629.8
I12897,T003,20240925,1950.96,44.1,1863.49
I12898,T002,20210506,1093.58,35.0,1033.96
I12899,T005,20220118,1105.66,93.9,1331.18
I12900,T005,20240717,2970.25,72.6,914.7
I12901,T005,20200417,590.92,35.8,1903.45
I12902,T004,20240224,1653.74,19.4,1526.01
I12903,T002,20211115,1737.07,96.9,1999.56
I12904,T005,20230407,1142.69,48.1,1031.17
I12905,T003,20220110,1676.51,47.5,1960.31
I12906,T005,20210617,797.4,30.1,1070.8
I12907,T004,20220924,2602.03,69.1,833.16
I12908,T004,20230828,2757.84,56.6,599.81
I12909,T003,20230613,2023.36,65.6,2007.6
I12910,T002,20210320,679.58,71.0,2422.71
I12911,T004,20230804,2013.59,40.1,2120.13
I12912,T005,20221231,634.11,65.5,2370.32
I12913,T004,20211231,559.65,69.1,1279.53
I12914,T005,20220713,1991.26,96.1,1929.18
I12915,T005,20210802,1934.33,12.1,607.74
I12916,T003,20221207,917.03,26.4,1470.4
I12917,T003,20240702,2155.11,42.6,2463.81
I12918,T003,20230813,724.25,73.6,947.29
I12919,T005,20200626,1500.04,46.8,856.77
I12920,T003,20200322,1165.44,69.3,2088.79
I12921,T001,20220824,2727.75,20.8,1236.13
I12922,T005,20210201,1714.41,61.4,1314.05
I12923,T002,20210101,1508.52,68.9,577.13
I12924,T001,20200503,1060.16,20.9,1215.57
I12925,T003,20210502,2760.67,50.4,731.44
I12926,T001,20221206,1204.89,42.4,2439.56
I12927,T003,20230121,2692.11,34.5,2354.39
I12928,T004,20230316,2236.45,80.7,1107.03
I12929,T002,20210624,2425.75,93.3,2387.1
I12930,T001,20241122,1289.06,98.6,808.55
I12931,T001,20220113,1015.95,56.8,577.14
I12932,T002,20241215,2701.51,26.9,1131.57
I12933,T004,20221010,589.35,25.6,2252.57
I12934,T002,20210210,777.59,77.3,1413.73
I12935,T004,20230113,578.7,76.9,2110.26
I12936,T001,20200915,2807.69,77.9,519.08
I12937,T002,20230306,2163.41,42.4,1808.38
I12938,T003,20220418,1755.9,76.5,759.48
I12939,T003,20241023,548.44,70.9,1214.13
I12940,T004,20210413,2304.47,64.9,1084.07
I12941,T001,20210627,2343.62,86.5,1886.32
I12942,T001,20220619,1615.99,64.5,1099.15
I12943,T003,20231225,1047.14,14.0,1350.41
I12944,T001,20210701,1876.97,92.7,833.66
I12945,T001,20231119,2425.02,92.9,2251.85
I12946,T005,20230311,2871.42,48.4,2247.08
I12947,T001,20210506,595.37,71.9,1862.95
I12948,T002,20211202,1064.81,90.1,1915.39
I12949,T003,20230607,2128.57,37.5,802.93
I12950,T002,20230920,2308.27,97.3,1919.89
I12951,T001,20230607,1179.19,10.3,1261.92
I12952,T004,20240927,2497.28,51.0,2095.28
I12953,T003,20201113,2412.53,12.8,2110.01
I12954,T005,20221002,1809.64,60.8,1379.99
I12955,T004,20200617,1404.21,58.8,2065.0
I12956,T003,20220516,1609.52,77.8,1830.45
I12957,T002,20220329,596.25,11.2,551.19
I12958,T004,20220830,2750.55,30.4,2411.16
I12959,T002,20220328,2348.54,78.0,1678.81
I12960,T004,20211231,1522.48,26.2,698.77
I12961,T001,20200720,622.96,100.0,2198.3
I12962,T005,20210223,1955.74,71.4,2318.71
I12963,T003,20230411,1121.48,42.8,1198.89
I12964,T002,20210522,1371.6,86.1,2378.52
I12965,T002,20220923,2172.03,78.0,932.93
I12966,T002,20240706,549.76,50.3,1782.83
I12967,T003,20230925,2873.62,52.1,1572.4
I12968,T005,20200727,2147.54,43.4,568.53
I12969,T002,20210614,2594.01,41.2,1680.36
I12970,T003,20230726,1621.63,48.2,1632.87
I12971,T003,20200903,2996.19,20.2,1924.16
I12972,T005,20200203,1829.62,72.0,1410.62
I12973,T002,20230608,1407.5,98.6,1616.51
I12974,T001,20240617,1109.22,15.1,1046.4
I12975,T003,20240327,1095.91,47.8,1425.58
I12976,T005,20241212,1680.63,46.9,1159.56
I12977,T004,20240607,1539.04,71.9,619.43
I12978,T003,20200406,593.38,92.4,1085.57
I12979,T001,20230419,858.95,87.7,1528.02
I12980,T005,20241227,664.13,69.6,1677.63
I12981,T005,20220228,1858.93,38.6,903.33
I12982,T002,20240715,2740.33,47.3,2030.24
I12983,T003,20210609,1424.1,93.9,1193.38
I12984,T005,20201109,1466.97,29.4,2468.11
I12985,T003,20220624,1140.21,15.7,643.92
I12986,T001,20241106,779.26,79.0,1625.57
I12987,T001,20240322,1235.92,21.5,1872.05
I12988,T004,20231011,1419.99,37.5,1661.2
I12989,T001,20210917,1205.19,11.6,1646.69
I12990,T003,20210728,1837.26,17.3,1747.89
I12991,T003,20200719,736.31,70.2,1285.76
I12992,T002,20220512,1150.63,31.4,1944.19
I12993,T001,20210218,1108.88,94.6,997.42
I12994,T005,20220602,1976.41,13.0,1876.3
I12995,T004,20231015,2808.3,72.4,781.79
I12996,T005,20200514,614.53,40.6,2277.94
I12997,T003,20230924,2121.41,53.7,2034.09
I12998,T002,20210121,887.88,99.6,2032.38
I12999,T002,20200401,2434.36,54.6,2399.23
I13000,T002,20230429,2554.23,73.6,1233.56
I13001,T001,20200509,869.67,45.8,1309.21
I13002,T002,20200713,1441.91,46.1,719.82
I13003,T005,20200709,2376.03,94.1,1707.38
I13004,T001,20230421,1178.23,15.3,2107.44
I13005,T004,20240616,1490.59,53.1,1217.29
I13006,T005,20220924,2101.87,64.4,2036.05
I13007,T005,20230713,2463.39,21.4,1018.19
I13008,T004,20241210,1437.23,35.6,875.46
I13009,T005,20240224,2520.73,36.2,2086.79
I13010,T004,20230225,2553.33,55.3,2017.56
I13011,T001,20240620,2392.41,61.2,1611.9
I13012,T001,20240820,1479.5,10.3,2239.05
I13013,T002,20210918,2639.62,69.2,980.33
I13014,T001,20230810,1993.74,24.6,904.17
I13015,T002,20200429,637.03,12.7,2499.39
I13016,T002,20240607,735.89,77.6,2261.81
I13017,T001,20240701,1471.38,11.3,2046.57
I13018,T002,20211007,1905.55,36.0,909.69
I13019,T002,20200107,1131.35,17.6,1191.25
I13020,T003,20220515,1348.61,53.8,2077.18
I13021,T005,20200430,1711.89,43.8,1760.54
I13022,T004,20200120,1255.25,92.4,2069.33
I13023,T001,20220602,2480.11,88.1,2282.56
I13024,T002,20200321,1816.69,55.6,961.24
I13025,T001,20210213,2619.76,47.4,966.24
I13026,T001,20240611,1761.03,83.9,1382.8
I13027,T002,20200413,501.86,26.0,1743.6
I13028,T003,20230923,960.21,78.6,1184.32
I13029,T002,20230215,2346.66,94.9,1657.19
I13030,T002,20211027,1949.75,20.2,2341.59
I13031,T005,20200825,2484.8,23.7,1905.14
I13032,T002,20240224,1744.39,34.8,2158.92
I13033,T003,20230905,2441.15,20.8,1040.54
I13034,T001,20240205,1837.11,61.4,703.75
I13035,T002,20200107,1028.28,70.2,2222.84
I13036,T001,20200604,2214.95,67.9,1194.63
I13037,T002,20221009,2666.6,10.7,883.41
I13038,T001,20200325,2245.01,86.6,891.39
I13039,T005,20220812,1184.36,47.3,1858.48
I13040,T002,20220415,2397.28,28.0,2075.32
I13041,T004,20200623,1219.68,82.7,2320.51
I13042,T002,20241130,2924.75,47.3,2227.89
I13043,T004,20230615,523.45,81.8,1053.54
I13044,T002,20220222,2932.99,48.7,882.36
I13045,T002,20200703,1020.84,60.8,1122.45
I13046,T004,20201023,556.47,98.1,1881.58
I13047,T001,20200630,752.57,81.5,919.17
I13048,T002,20240108,2214.8,55.0,1566.0
I13049,T002,20200914,1313.07,96.0,2080.47
I13050,T001,20231111,2882.87,22.5,1339.03
I13051,T005,20240305,882.46,20.5,1689.09
I13052,T005,20210930,1227.45,60.4,1986.02
I13053,T001,20210414,1520.22,17.3,802.12
I13054,T005,20210721,2853.3,74.8,1418.65
I13055,T004,20211103,2385.0,94.3,1985.03
I13056,T005,20210126,887.14,86.0,1936.63
I13057,T001,20200526,641.59,89.3,886.86
I13058,T002,20221127,976.83,88.3,1425.5
I13059,T002,20230311,1315.99,39.2,2149.55
I13060,T002,20231113,2261.32,86.2,961.8
I13061,T003,20210322,1354.29,35.6,1709.9
I13062,T002,20220821,1492.02,34.8,1187.01
I13063,T002,20240713,1740.89,41.6,570.84
I13064,T002,20240717,1621.15,63.8,2044.85
I13065,T005,20210423,762.12,43.6,1510.64
I13066,T001,20240314,629.63,80.8,604.0
I13067,T004,20210411,2204.99,20.7,567.04
I13068,T005,20210618,1535.23,61.5,617.65
I13069,T005,20240725,2977.26,24.7,1484.94
I13070,T004,20210721,1897.61,72.4,1917.52
I13071,T001,20230408,2767.8,11.0,1910.49
I13072,T005,20241020,2491.26,91.4,1147.22
I13073,T001,20200208,2171.93,80.8,1136.93
I13074,T002,20220720,2253.63,33.7,678.43
I13075,T001,20220811,2383.68,88.3,1466.07
I13076,T003,20240629,947.52,39.6,817.8
I13077,T001,20230714,2190.38,73.9,2080.32
I13078,T005,20230911,1900.82,14.9,1477.94
I13079,T005,20230602,2435.94,64.1,993.73
I13080,T005,20200703,2813.14,93.6,2144.9
I13081,T002,20240424,523.58,45.1,1705.17
I13082,T003,20220421,1622.05,83.0,2212.32
I13083,T001,20210507,1953.88,95.8,2458.82
I13084,T004,20210528,2243.61,58.8,1682.2
I13085,T003,20220719,2528.76,73.9,1229.62
I13086,T002,20230708,1410.75,36.0,2456.03
I13087,T005,20200614,1097.08,65.9,2168.33
I13088,T004,20230309,2504.58,17.7,907.51
I13089,T004,20240907,1731.0,13.1,677.64
I13090,T005,20210427,1230.11,63.1,857.1
I13091,T004,20240506,1322.94,69.0,802.85
I13092,T001,20240620,1356.6,31.3,2175.66
I13093,T005,20240731,2927.85,20.4,510.18
I13094,T001,20220524,2799.94,58.6,590.12
I13095,T002,20230519,1812.26,21.5,1828.44
I13096,T002,20220327,1926.74,64.3,1640.15
I13097,T004,20211210,715.62,94.0,2271.63
I13098,T002,20200620,2486.65,59.4,1193.68
I13099,T001,20220204,1759.84,77.4,2380.5
I13100,T004,20210808,1128.89,35.0,2279.86
I13101,T002,20211224,2747.65,98.0,2035.03
I13102,T005,20200531,2663.02,14.3,1768.1
I13103,T003,20230225,1529.78,80.6,1118.28
I13104,T002,20210601,1253.5,67.0,1776.69
I13105,T003,20220424,1039.36,13.8,1991.38
I13106,T001,20230329,632.98,73.2,2058.63
I13107,T002,20240527,2954.72,38.0,825.92
I13108,T004,20230808,877.49,88.8,2413.32
I13109,T004,20230502,831.51,27.3,1204.57
I13110,T002,20221017,1425.8,48.1,2097.35
I13111,T004,20230104,2451.68,20.8,1456.53
I13112,T004,20220503,1609.23,22.6,979.99
I13113,T003,20230126,1849.92,94.2,551.26
I13114,T005,20200617,1938.85,26.6,1457.19
I13115,T004,20240807,1440.39,67.7,1501.67
I13116,T003,20200804,1609.04,48.9,1448.47
I13117,T002,20200715,1561.25,51.6,1542.49
I13118,T001,20200203,1940.49,20.1,743.02
I13119,T001,20240926,1803.54,39.5,1144.34
I13120,T005,20210129,1647.68,73.6,2200.74
I13121,T001,20210911,543.09,61.3,2217.53
I13122,T004,20220425,539.92,64.6,2303.76
I13123,T001,20220220,1792.33,81.7,1360.36
I13124,T004,20240214,966.02,95.2,729.62
I13125,T005,20210414,2735.0,79.7,2292.55
I13126,T005,20221123,875.93,29.1,1967.65
I13127,T002,20221124,2843.16,29.2,605.17
I13128,T003,20221012,661.48,37.6,1545.16
