Yield_ID,Crop_ID,Date_ID,Area_Hectares,Yield_kg,Fertilizer_Used,Rainfall_mm
Y11251,C005,20231115,3.79,1431.1,239.5,161.0
Y11252,C001,20200715,1.19,1903.1,81.8,132.6
Y11253,C008,20211114,3.04,1138.0,252.1,168.9
Y11254,C003,20220406,4.61,2373.5,146.9,99.2
Y11255,C002,20240315,2.0,774.8,116.7,115.3
Y11256,C003,20240103,3.47,2200.1,125.4,165.8
Y11257,C008,20230106,1.99,2892.0,274.1,58.6
Y11258,C001,20200127,3.74,3274.4,57.6,271.2
Y11259,C008,20221113,1.73,2291.8,102.9,101.7
Y11260,C005,20240920,1.41,1229.4,149.4,266.1
Y11261,C002,20240711,1.03,3340.5,149.7,280.7
Y11262,C007,20240913,1.68,2436.5,280.5,221.1
Y11263,C003,20200507,1.04,3821.7,215.9,68.6
Y11264,C006,20221120,2.75,1907.7,272.6,234.5
Y11265,C007,20230501,2.97,4730.9,168.2,164.1
Y11266,C007,20210809,3.41,3703.3,244.8,266.0
Y11267,C006,20211026,3.24,1636.0,241.0,232.5
Y11268,C001,20200923,3.92,1718.9,225.2,290.8
Y11269,C004,20210119,3.43,4123.1,201.4,178.3
Y11270,C001,20211216,4.94,2717.5,202.4,63.7
Y11271,C008,20241216,1.79,4556.7,113.0,295.0
Y11272,C002,20200830,3.64,1119.0,122.7,237.4
Y11273,C002,20201025,1.78,2190.2,275.5,125.5
Y11274,C007,20221021,2.36,948.5,52.1,177.5
Y11275,C003,20220208,4.1,1651.0,280.3,62.3
Y11276,C004,20211228,4.98,545.0,268.6,59.2
Y11277,C004,20210725,1.83,4867.1,284.0,271.3
Y11278,C001,20220131,1.0,1839.2,298.3,84.4
Y11279,C005,20200428,4.72,4491.4,225.9,196.8
Y11280,C008,20211004,4.45,4004.8,266.2,216.5
Y11281,C008,20220728,4.07,2537.9,167.2,298.1
Y11282,C003,20240317,1.92,3932.8,107.5,269.8
Y11283,C002,20210328,2.71,4509.9,230.3,141.3
Y11284,C007,20230518,3.99,902.9,162.2,130.6
Y11285,C005,20210514,2.41,3032.5,148.2,140.4
Y11286,C004,20240608,4.87,3767.3,223.7,271.4
Y11287,C002,20211016,4.13,756.8,198.2,295.5
Y11288,C003,20240304,2.94,4298.8,288.0,289.2
Y11289,C001,20201118,2.28,1321.8,144.9,203.0
Y11290,C003,20230109,2.03,4337.6,70.0,188.4
Y11291,C001,20240414,2.75,4767.1,161.8,213.7
Y11292,C007,20200730,4.6,3185.2,189.2,158.6
Y11293,C004,20220329,3.35,4113.0,80.1,67.5
Y11294,C002,20240405,2.33,2302.7,147.7,132.1
Y11295,C004,20230723,2.78,3885.5,224.5,142.8
Y11296,C001,20221031,2.66,2923.6,180.0,196.6
Y11297,C001,20231214,2.05,3892.1,169.3,158.1
Y11298,C007,20200919,4.77,4813.8,130.2,225.1
Y11299,C007,20200216,3.2,4753.1,119.4,195.4
Y11300,C008,20210129,3.44,3517.4,57.0,164.9
Y11301,C004,20231107,3.61,4817.7,198.9,75.9
Y11302,C001,20201025,2.38,652.8,224.0,152.3
Y11303,C006,20210404,2.72,2512.3,258.8,128.8
Y11304,C003,20230226,3.3,3184.3,173.1,297.6
Y11305,C005,20200221,1.19,2094.0,288.7,231.5
Y11306,C002,20200925,3.41,1328.5,271.8,173.8
Y11307,C001,20230926,1.66,830.3,157.9,226.1
Y11308,C005,20220530,2.25,1550.3,115.1,50.6
Y11309,C001,20241109,1.16,4167.5,109.9,217.8
Y11310,C002,20200531,3.81,622.0,195.9,281.4
Y11311,C002,20211016,4.51,3281.6,275.5,114.4
Y11312,C007,20210828,3.0,2067.2,106.0,180.7
Y11313,C007,20240527,1.23,698.7,51.1,255.6
Y11314,C008,20230321,4.84,1872.1,108.5,199.0
Y11315,C004,20240706,3.17,1558.0,283.1,199.2
Y11316,C004,20230924,1.8,1877.0,168.9,135.5
Y11317,C003,20230828,4.11,3185.2,259.8,221.1
Y11318,C003,20231024,3.77,2448.2,99.7,118.9
Y11319,C002,20230827,1.49,1797.4,98.3,162.8
Y11320,C004,20200929,2.9,2758.2,207.0,113.3
Y11321,C006,20240207,3.66,2800.3,69.4,67.8
Y11322,C003,20211110,4.14,575.6,187.6,253.5
Y11323,C004,20221003,2.21,2286.1,168.4,242.8
Y11324,C004,20200303,3.73,3786.6,178.8,261.4
Y11325,C001,20221030,3.09,4029.5,92.9,115.0
Y11326,C007,20241110,2.22,899.2,260.0,157.1
Y11327,C003,20230623,3.4,3242.4,164.9,54.5
Y11328,C003,20240504,3.33,3328.9,173.7,222.8
Y11329,C003,20241001,4.01,3181.8,193.2,283.1
Y11330,C005,20230325,2.89,659.6,283.0,74.8
Y11331,C006,20241222,3.22,2379.3,222.5,141.0
Y11332,C007,20240923,4.39,817.8,82.4,254.5
Y11333,C007,20230831,4.13,4868.9,289.6,133.6
Y11334,C008,20240819,4.73,4743.3,71.6,273.8
Y11335,C005,20240317,4.34,4650.3,93.3,246.8
Y11336,C003,20210723,3.01,3100.3,72.6,52.6
Y11337,C005,20240504,4.3,578.0,260.2,210.5
Y11338,C006,20210213,3.33,3066.5,179.4,78.1
Y11339,C007,20201217,3.67,4013.9,94.1,217.5
Y11340,C006,20241216,1.07,3505.9,233.5,65.1
Y11341,C003,20220207,3.33,4460.1,146.7,131.4
Y11342,C002,20230922,4.49,1055.7,277.7,208.9
Y11343,C006,20201029,4.85,1975.8,183.1,91.3
Y11344,C004,20200613,4.84,2752.5,109.6,251.0
Y11345,C007,20231208,4.71,803.0,61.3,99.2
Y11346,C006,20230803,4.01,3311.8,163.8,81.8
Y11347,C004,20230705,4.52,4655.2,99.0,297.1
Y11348,C008,20200110,4.99,2887.5,261.3,191.3
Y11349,C003,20200328,4.27,649.1,158.4,183.8
Y11350,C007,20210622,1.81,4061.1,131.2,123.6
Y11351,C008,20240806,4.93,3070.6,257.4,131.0
Y11352,C008,20230911,2.32,1955.3,268.2,88.0
Y11353,C007,20211122,2.85,645.6,272.5,51.3
Y11354,C004,20221017,1.42,2887.3,144.3,242.2
Y11355,C005,20230831,3.9,1533.7,234.8,189.3
Y11356,C006,20241201,3.6,1910.1,229.5,201.9
Y11357,C007,20211113,2.25,1784.2,180.8,231.2
Y11358,C005,20200317,4.64,2850.9,245.6,222.7
Y11359,C004,20231028,3.22,1227.5,294.1,186.5
Y11360,C004,20210508,2.32,3711.2,132.0,167.0
Y11361,C004,20200911,4.13,4618.7,159.7,174.6
Y11362,C007,20220725,1.9,4919.6,135.8,256.8
Y11363,C005,20210223,2.72,1701.6,175.4,284.3
Y11364,C005,20200206,3.25,4066.6,245.5,218.3
Y11365,C005,20241209,1.46,3980.1,75.6,103.0
Y11366,C002,20230628,4.35,2764.1,269.9,176.7
Y11367,C006,20201024,4.14,2886.5,273.1,247.3
Y11368,C007,20231204,3.83,2017.7,158.7,125.7
Y11369,C008,20200112,1.61,2692.5,297.9,248.2
Y11370,C001,20220118,1.44,2885.5,229.6,135.8
Y11371,C007,20220524,3.35,2533.5,246.6,203.7
Y11372,C005,20210706,1.05,1163.1,220.7,106.2
Y11373,C003,20200125,4.38,4633.9,258.1,187.5
Y11374,C008,20220725,1.1,1315.2,250.9,267.8
Y11375,C006,20200329,2.48,1475.0,54.3,103.6
Y11376,C004,20200329,2.25,1562.8,223.9,186.5
Y11377,C008,20200131,3.52,2580.7,283.4,115.3
Y11378,C007,20200702,1.04,4903.3,254.3,243.5
Y11379,C005,20211206,3.16,734.3,119.5,76.2
Y11380,C005,20240829,1.81,2257.0,262.6,188.1
Y11381,C002,20241012,2.5,3607.2,103.3,185.0
Y11382,C008,20210820,4.13,2143.2,68.5,222.1
Y11383,C007,20241028,1.31,1848.5,292.7,169.0
Y11384,C002,20220819,2.34,534.6,130.3,111.4
Y11385,C006,20221022,3.87,717.8,220.5,196.2
Y11386,C004,20230904,4.36,746.4,81.6,229.5
Y11387,C002,20210330,3.56,3521.6,81.6,200.6
Y11388,C001,20220101,3.91,1988.0,273.4,117.7
Y11389,C003,20230821,1.45,1681.2,153.0,290.7
Y11390,C007,20220418,4.6,1200.4,199.8,226.5
Y11391,C004,20241211,2.29,4351.6,297.9,76.8
Y11392,C003,20210617,2.01,1269.3,205.8,156.4
Y11393,C008,20211223,4.21,1429.5,144.7,263.2
Y11394,C003,20230314,1.88,2709.8,61.8,278.7
Y11395,C006,20211210,4.15,1012.4,174.9,254.5
Y11396,C005,20240824,4.58,1147.1,245.0,137.4
Y11397,C006,20240819,3.19,1732.5,171.1,248.0
Y11398,C006,20240729,2.67,3315.5,128.5,94.5
Y11399,C006,20201206,3.13,4400.9,140.7,233.3
Y11400,C005,20211018,3.13,2618.3,156.9,286.5
Y11401,C007,20221114,1.13,2115.8,202.8,189.5
Y11402,C006,20211031,1.66,1240.0,100.3,196.7
Y11403,C004,20230731,3.56,2469.9,108.8,227.8
Y11404,C004,20200220,4.03,3558.4,157.9,54.6
Y11405,C008,20231013,4.31,911.6,220.6,170.7
Y11406,C006,20200521,4.14,502.0,63.7,269.4
Y11407,C002,20210125,4.83,1875.2,181.3,90.4
Y11408,C006,20211030,2.13,4085.2,98.5,264.0
Y11409,C008,20240219,1.72,4705.9,237.8,239.9
Y11410,C005,20221021,1.85,1124.2,254.5,297.1
Y11411,C008,20220825,3.06,566.6,210.1,277.6
Y11412,C003,20200517,2.78,2752.3,209.0,172.7
Y11413,C002,20211230,2.59,879.0,175.4,220.3
Y11414,C002,20200710,1.59,4159.7,117.8,244.3
Y11415,C003,20220125,1.3,760.3,64.1,77.7
Y11416,C005,20241223,4.43,3802.1,150.0,140.7
Y11417,C007,20230512,1.96,693.7,72.3,254.0
Y11418,C005,20200828,4.15,3358.3,204.0,198.4
Y11419,C007,20201215,3.08,935.7,195.2,115.4
Y11420,C001,20200122,2.96,3964.7,54.0,183.0
Y11421,C008,20220712,3.07,3166.5,249.3,108.4
Y11422,C005,20240728,2.99,549.8,259.0,241.0
Y11423,C002,20210628,2.97,906.2,60.4,230.6
Y11424,C001,20221231,1.85,2660.4,169.4,208.3
Y11425,C007,20220322,4.7,3976.8,173.4,128.3
Y11426,C005,20220426,3.36,926.5,60.0,118.1
Y11427,C002,20241120,1.08,553.2,220.3,84.7
Y11428,C003,20210328,3.29,1059.1,132.2,192.8
Y11429,C005,20210106,4.51,3596.4,93.6,269.0
Y11430,C004,20230412,4.06,4773.1,296.7,64.1
Y11431,C002,20210912,2.55,1856.7,267.9,71.7
Y11432,C005,20200509,3.74,1883.0,84.6,253.8
Y11433,C005,20240302,2.37,3285.1,100.0,96.7
Y11434,C003,20220815,1.21,3971.4,154.8,165.3
Y11435,C002,20240525,4.48,1282.1,237.0,177.6
Y11436,C003,20231230,3.05,4297.5,231.7,102.1
Y11437,C003,20221101,2.37,4933.2,218.7,66.8
Y11438,C008,20231228,2.35,4466.9,289.4,234.0
Y11439,C006,20231122,1.51,2229.4,295.2,294.8
Y11440,C002,20210627,3.3,859.9,158.8,136.5
Y11441,C003,20240618,4.84,3611.4,131.2,206.3
Y11442,C008,20220101,3.24,2959.3,265.0,63.1
Y11443,C002,20200330,4.46,3092.2,236.3,77.2
Y11444,C003,20210530,1.22,4819.1,117.9,70.6
Y11445,C005,20240704,1.56,2215.3,296.0,157.1
Y11446,C002,20200110,3.89,2227.6,236.6,134.1
Y11447,C007,20210507,3.34,1513.8,267.8,274.4
Y11448,C005,20211006,3.39,3426.6,125.3,211.3
Y11449,C005,20200122,4.52,4898.8,269.4,77.3
Y11450,C002,20231108,2.4,698.6,182.1,241.1
Y11451,C002,20231128,2.4,691.8,241.6,292.8
Y11452,C006,20241222,3.69,4639.8,106.4,114.4
Y11453,C008,20210803,2.42,1374.6,267.5,56.9
Y11454,C008,20200228,1.32,3523.3,113.0,223.0
Y11455,C003,20231228,4.45,3157.5,128.7,225.7
Y11456,C001,20231010,3.76,3466.6,167.2,195.7
Y11457,C007,20230118,2.18,3254.6,175.8,295.8
Y11458,C005,20200929,3.5,3747.4,139.7,129.8
Y11459,C007,20220105,1.05,1846.6,189.1,213.1
Y11460,C007,20240615,3.23,1783.2,276.6,135.5
Y11461,C004,20201021,2.16,2992.2,78.8,270.6
Y11462,C007,20201212,3.2,4915.1,66.7,139.5
Y11463,C005,20200522,2.95,4189.4,275.4,122.7
Y11464,C008,20210901,1.86,4313.2,101.1,187.2
Y11465,C002,20240829,2.71,2036.0,147.7,275.4
Y11466,C001,20230903,4.03,3181.6,271.4,248.7
Y11467,C002,20210426,2.17,2447.8,213.3,260.8
Y11468,C004,20231024,3.8,2943.6,279.2,87.3
Y11469,C005,20210829,2.73,2452.3,87.3,263.9
Y11470,C002,20240108,3.0,4809.0,98.6,256.9
Y11471,C001,20210725,1.35,1405.0,131.8,263.2
Y11472,C003,20200103,3.34,3385.8,59.3,129.7
Y11473,C003,20230325,4.35,4530.6,196.5,59.5
Y11474,C001,20200925,4.95,911.7,147.5,68.8
Y11475,C004,20200713,1.48,631.6,290.8,82.3
Y11476,C005,20241225,4.17,3212.7,97.5,122.2
Y11477,C007,20230110,4.85,4111.1,247.4,221.2
Y11478,C007,20220518,2.37,2833.1,237.7,281.9
Y11479,C005,20200206,3.73,2568.0,205.9,139.1
Y11480,C005,20221217,3.88,3176.2,57.6,180.6
Y11481,C005,20230531,4.01,638.3,189.3,280.5
Y11482,C004,20241009,4.17,4000.1,95.9,219.3
Y11483,C005,20200923,2.5,3713.3,151.4,90.9
Y11484,C005,20221111,3.99,2472.4,114.2,155.8
Y11485,C008,20240318,2.83,4332.8,249.2,238.2
Y11486,C002,20230613,4.48,3641.4,258.0,78.7
Y11487,C003,20241025,2.1,4919.7,291.9,96.0
Y11488,C004,20230312,3.53,4324.2,294.8,77.4
Y11489,C005,20230103,3.35,3794.9,241.1,149.8
Y11490,C006,20220708,2.33,903.0,86.5,245.8
Y11491,C006,20210731,1.21,4312.0,131.7,216.1
Y11492,C005,20230413,3.02,4866.3,126.9,295.1
Y11493,C003,20230209,1.82,2808.4,192.3,194.0
Y11494,C003,20220909,1.02,2453.0,243.8,76.3
Y11495,C004,20221123,1.92,1786.8,257.4,293.7
Y11496,C005,20200120,2.6,3716.5,185.5,54.6
Y11497,C002,20231201,1.09,4404.5,72.9,297.4
Y11498,C007,20210707,2.59,4294.4,226.9,216.4
Y11499,C007,20200714,2.61,4501.7,106.2,149.6
Y11500,C003,20220410,3.86,2908.2,209.5,220.1
Y11501,C003,20220530,3.97,1757.0,239.7,247.7
Y11502,C001,20241007,3.79,3340.4,140.5,55.0
Y11503,C004,20230704,4.32,4784.9,280.3,162.6
Y11504,C006,20240504,2.39,4983.9,122.3,106.3
Y11505,C006,20231031,3.07,2789.0,51.0,230.5
Y11506,C003,20221023,1.85,3441.3,229.9,252.8
Y11507,C006,20221001,1.22,2258.9,100.7,230.0
Y11508,C007,20231113,1.79,1526.9,178.4,169.9
Y11509,C008,20200610,1.14,709.3,160.0,265.6
Y11510,C008,20240208,1.03,4683.0,283.7,173.3
Y11511,C001,20221111,3.71,3152.3,165.0,202.1
Y11512,C003,20220118,2.03,4313.7,160.2,178.5
Y11513,C002,20221114,1.28,644.6,93.6,130.3
Y11514,C004,20241022,2.15,3324.5,85.6,202.4
Y11515,C002,20220211,2.05,2667.4,273.7,272.5
Y11516,C001,20210424,4.3,4305.6,247.3,124.1
Y11517,C008,20210417,1.12,3873.7,254.1,92.9
Y11518,C003,20240530,3.85,2443.2,216.6,55.0
Y11519,C004,20200708,4.88,3643.5,141.5,189.7
Y11520,C007,20230714,3.26,901.3,99.7,203.6
Y11521,C003,20210921,2.32,4271.5,295.1,183.6
Y11522,C001,20230730,3.95,4736.4,213.6,285.4
Y11523,C008,20230514,2.06,4464.0,56.5,82.0
Y11524,C004,20210403,3.89,1028.1,72.0,104.6
Y11525,C003,20210522,1.09,2320.3,51.2,129.5
Y11526,C001,20220519,3.62,2574.1,71.7,296.3
Y11527,C007,20200205,4.74,2878.5,76.1,290.9
Y11528,C001,20221127,3.22,1143.6,143.8,193.3
Y11529,C005,20200708,2.31,2389.0,74.5,234.2
Y11530,C007,20210911,2.89,2463.9,296.6,230.0
Y11531,C004,20220528,4.09,2183.4,177.7,277.7
Y11532,C006,20200311,4.55,4619.4,174.1,77.9
Y11533,C001,20220728,1.45,3811.2,205.0,191.0
Y11534,C003,20231221,1.24,1316.0,66.9,124.0
Y11535,C008,20240525,2.13,3975.4,54.5,255.6
Y11536,C006,20241106,1.97,4506.7,263.0,217.9
Y11537,C008,20240606,2.66,3440.0,262.4,134.0
Y11538,C005,20200808,5.0,1993.2,203.0,295.3
Y11539,C007,20210623,2.78,1342.9,71.7,137.6
Y11540,C003,20210403,3.28,575.5,155.2,55.9
Y11541,C003,20240614,2.26,4753.7,230.6,293.0
Y11542,C004,20220718,3.32,1138.9,212.0,152.8
Y11543,C006,20240608,1.91,1571.0,212.7,174.1
Y11544,C008,20200730,1.1,4946.1,113.4,98.6
Y11545,C008,20220214,3.24,3649.0,212.1,109.0
Y11546,C008,20231015,4.6,3304.4,192.7,64.1
Y11547,C006,20200711,2.77,666.7,272.2,132.5
Y11548,C007,20200409,3.78,2209.2,270.4,271.8
Y11549,C005,20210817,3.42,1170.1,203.6,229.5
Y11550,C002,20220403,3.42,4625.1,230.7,107.5
Y11551,C008,20221205,3.25,4037.1,256.9,95.9
Y11552,C001,20210605,4.77,4236.3,276.5,228.7
Y11553,C002,20230103,2.27,1272.6,125.7,89.7
Y11554,C007,20220406,3.79,4825.8,63.7,247.2
Y11555,C002,20210114,3.23,679.3,242.9,78.6
Y11556,C002,20210622,4.12,2634.7,66.0,156.0
Y11557,C001,20240616,4.24,3123.8,248.0,122.1
Y11558,C001,20220727,1.71,1009.5,188.4,195.2
Y11559,C007,20220209,1.69,1085.0,260.8,163.9
Y11560,C005,20200424,3.98,4939.4,179.9,130.9
Y11561,C002,20200805,4.59,1651.9,201.7,130.8
Y11562,C008,20230422,3.02,952.2,82.3,57.6
Y11563,C003,20240603,2.63,4106.7,80.1,84.0
Y11564,C003,20200404,2.86,1918.4,263.5,238.4
Y11565,C004,20230525,4.75,1674.8,62.9,94.8
Y11566,C003,20231212,3.34,1710.2,182.1,150.6
Y11567,C003,20230120,1.3,1808.5,72.4,56.9
Y11568,C008,20201125,4.47,2863.6,185.2,129.6
Y11569,C007,20200318,1.35,3905.9,225.8,136.9
Y11570,C004,20210404,4.72,4503.3,201.2,93.0
Y11571,C001,20211115,2.34,3175.1,224.4,125.4
Y11572,C005,20221121,1.48,2344.5,218.2,102.5
Y11573,C006,20200125,4.0,1598.7,248.8,134.4
Y11574,C004,20230508,1.53,3800.8,243.8,231.2
Y11575,C006,20220521,3.53,645.4,120.6,183.6
Y11576,C002,20201119,2.11,1411.7,90.9,93.4
Y11577,C001,20231103,1.29,772.9,274.2,278.4
Y11578,C002,20230131,2.33,3759.9,80.6,259.7
Y11579,C006,20200523,1.96,3731.9,233.4,178.1
Y11580,C003,20230430,4.96,2804.4,219.3,174.2
Y11581,C008,20230920,4.85,1636.6,82.8,221.0
Y11582,C004,20211012,2.34,3471.5,82.2,202.0
Y11583,C002,20210302,4.33,4237.1,126.8,100.8
Y11584,C007,20240419,1.29,4247.3,190.9,84.8
Y11585,C008,20240429,3.08,2899.5,233.5,124.0
Y11586,C008,20230215,3.49,4722.6,218.1,93.6
Y11587,C002,20221013,4.87,4861.2,197.3,218.7
Y11588,C003,20210406,4.28,3384.0,57.8,112.9
Y11589,C004,20230607,1.63,3242.0,146.2,146.0
Y11590,C004,20210513,1.44,714.5,74.3,228.5
Y11591,C004,20200209,3.75,3478.5,103.4,297.0
Y11592,C008,20200731,2.68,1439.3,249.1,179.6
Y11593,C003,20200503,2.74,1143.2,235.6,238.7
Y11594,C008,20211018,3.07,1896.3,103.8,245.0
Y11595,C005,20241107,1.41,4017.3,246.6,141.4
Y11596,C007,20230426,3.45,4179.2,88.0,81.5
Y11597,C007,20230610,1.65,3418.6,109.4,130.7
Y11598,C008,20220601,3.74,1913.1,56.0,274.4
Y11599,C007,20220617,2.16,1329.4,260.0,53.7
Y11600,C008,20240912,4.26,3658.8,208.5,204.2
Y11601,C005,20230924,3.28,3568.9,223.3,113.8
Y11602,C008,20210623,3.79,2524.3,289.0,174.3
Y11603,C001,20210725,3.2,2453.7,108.0,150.6
Y11604,C001,20210103,4.73,3576.9,210.5,66.6
Y11605,C001,20240224,3.94,2528.8,101.0,70.3
Y11606,C005,20201203,3.15,4727.7,268.6,295.4
Y11607,C002,20211004,2.71,1551.4,126.6,182.4
Y11608,C001,20211208,3.25,4355.8,63.3,135.2
Y11609,C008,20200327,2.39,1230.4,56.0,186.4
Y11610,C007,20220707,2.87,635.9,85.5,213.9
Y11611,C005,20200412,4.03,2005.4,112.8,233.9
Y11612,C003,20211229,2.06,4199.0,287.9,183.4
Y11613,C005,20230514,4.07,2986.8,88.2,61.8
Y11614,C008,20210404,2.05,4507.4,97.0,194.9
Y11615,C007,20210606,4.4,1615.3,217.3,250.3
Y11616,C004,20200101,2.89,1908.0,259.5,232.8
Y11617,C002,20220908,3.45,3166.2,242.7,76.8
Y11618,C004,20230526,4.87,2162.9,125.2,89.8
Y11619,C003,20200423,1.01,4177.5,148.9,229.4
Y11620,C004,20220705,1.84,3846.5,58.1,89.8
Y11621,C008,20200923,4.42,1761.9,191.7,168.0
Y11622,C008,20210113,1.43,4577.8,287.7,273.0
Y11623,C004,20230405,4.21,2928.2,248.4,268.1
Y11624,C007,20220407,4.74,3375.6,221.0,235.1
Y11625,C006,20210103,3.39,4256.1,82.8,93.7
Y11626,C007,20231103,1.76,4901.1,184.7,199.0
Y11627,C007,20240218,2.06,4422.6,79.2,110.1
Y11628,C001,20240518,4.61,2801.1,213.3,298.9
Y11629,C001,20210711,4.66,2823.2,68.8,61.2
Y11630,C005,20211117,3.07,2862.0,85.0,284.4
Y11631,C006,20210815,1.16,3194.3,62.2,231.9
Y11632,C004,20230318,4.59,3010.0,195.6,145.6
Y11633,C002,20220415,4.86,1241.9,237.0,299.3
Y11634,C004,20200318,3.54,2549.3,75.6,167.8
Y11635,C001,20241110,4.04,3944.8,159.4,203.1
Y11636,C003,20200608,2.6,3827.5,126.8,53.1
Y11637,C006,20221229,1.77,3661.4,133.0,131.0
Y11638,C001,20241218,3.33,2417.4,266.9,298.4
Y11639,C008,20221105,1.47,838.2,152.3,144.7
Y11640,C008,20220930,1.02,4842.4,143.4,50.0
Y11641,C007,20230208,3.33,3203.1,271.5,146.1
Y11642,C003,20200125,1.7,3514.9,86.7,232.8
Y11643,C006,20220904,3.83,690.1,130.2,246.1
Y11644,C005,20220914,1.96,1164.3,87.8,67.7
Y11645,C008,20221120,1.55,3666.0,124.1,160.3
Y11646,C001,20210507,1.93,4186.3,283.7,153.4
Y11647,C005,20220919,1.74,746.8,270.9,130.1
Y11648,C005,20230130,3.68,3506.5,118.5,125.4
Y11649,C007,20201219,2.26,2777.3,192.3,131.7
Y11650,C008,20211114,2.65,1269.7,255.5,127.6
Y11651,C006,20201003,4.77,4161.6,266.7,161.1
Y11652,C005,20231017,3.75,3180.2,94.6,207.6
Y11653,C007,20240331,3.39,2899.4,193.9,121.4
Y11654,C001,20200324,2.85,1013.1,167.7,251.1
Y11655,C005,20220406,2.73,3024.7,269.0,278.9
Y11656,C006,20240625,1.91,3907.0,230.3,74.7
Y11657,C004,20221125,4.57,906.0,145.0,213.8
Y11658,C003,20230410,3.29,2956.0,234.9,131.0
Y11659,C006,20220623,2.86,843.5,296.4,125.2
Y11660,C001,20210111,3.48,1104.8,236.8,279.7
Y11661,C004,20200225,4.56,789.5,58.6,167.3
Y11662,C003,20201117,2.29,4407.8,271.6,61.5
Y11663,C001,20220618,4.77,2435.0,114.6,62.8
Y11664,C007,20220607,1.57,1560.7,189.5,56.5
Y11665,C005,20230216,2.08,1769.2,199.9,183.6
Y11666,C007,20231228,1.34,1159.6,175.8,283.8
Y11667,C003,20220225,1.28,2536.8,170.7,210.0
Y11668,C008,20210513,2.42,721.9,209.1,140.8
Y11669,C007,20210110,3.74,2868.6,251.6,178.5
Y11670,C002,20200226,2.22,1293.1,180.3,154.8
Y11671,C008,20210128,2.1,1683.5,67.0,114.3
Y11672,C004,20230716,2.84,1737.7,84.1,105.5
Y11673,C007,20220910,2.05,1233.0,299.5,116.0
Y11674,C002,20231127,1.66,1324.6,148.9,52.5
Y11675,C003,20210626,4.56,3737.3,145.3,191.5
Y11676,C001,20200531,2.86,1674.6,99.2,52.1
Y11677,C002,20201211,4.05,4890.1,173.6,62.4
Y11678,C006,20241018,3.78,3868.4,121.2,269.8
Y11679,C002,20201214,2.75,2307.9,183.4,122.1
Y11680,C007,20210117,4.27,4665.8,241.5,155.3
Y11681,C004,20200322,3.93,4641.3,133.6,61.1
Y11682,C007,20220927,2.5,3130.2,168.9,67.5
Y11683,C004,20200523,4.24,1221.4,263.4,143.8
Y11684,C007,20241119,1.12,3929.2,86.1,269.2
Y11685,C004,20230622,2.34,4848.4,285.0,137.1
Y11686,C008,20240701,4.82,3879.8,252.1,70.2
Y11687,C003,20210917,3.26,1611.0,208.7,240.8
Y11688,C007,20210530,1.64,1738.8,281.3,128.8
Y11689,C005,20210822,1.77,2136.5,148.7,155.5
Y11690,C003,20240802,3.18,848.2,115.9,75.1
Y11691,C001,20220211,2.04,1581.9,192.8,274.6
Y11692,C005,20230304,4.97,4120.6,213.9,120.9
Y11693,C005,20200201,3.55,4198.5,240.3,205.0
Y11694,C002,20230427,2.44,1360.9,189.7,126.5
Y11695,C002,20200513,2.33,976.6,51.6,260.4
Y11696,C004,20241016,2.97,2266.9,161.8,292.1
Y11697,C004,20201229,4.39,2670.6,161.6,63.9
Y11698,C001,20220531,2.01,1276.0,85.6,51.7
Y11699,C002,20210616,2.96,4976.5,253.4,234.2
Y11700,C001,20220327,2.28,2383.4,75.7,256.8
Y11701,C007,20230409,1.5,1196.9,141.7,51.4
Y11702,C003,20210226,3.74,4921.4,74.4,91.4
Y11703,C002,20210524,2.66,3017.2,231.3,274.8
Y11704,C002,20230320,3.91,1405.9,263.4,76.7
Y11705,C005,20200213,2.83,3979.3,133.8,279.4
Y11706,C002,20210616,1.57,3807.2,229.7,221.0
Y11707,C005,20240722,4.98,4401.5,253.4,243.8
Y11708,C004,20241214,4.34,890.1,77.4,171.9
Y11709,C001,20221129,2.63,3905.0,222.1,50.8
Y11710,C005,20240529,1.36,3595.9,126.5,107.0
Y11711,C005,20210405,3.96,1956.5,117.2,114.9
Y11712,C002,20230203,3.58,4710.5,210.1,78.5
Y11713,C006,20221116,3.23,647.7,294.4,100.5
Y11714,C003,20221218,3.74,1560.5,242.3,89.2
Y11715,C007,20220214,2.58,2453.2,56.1,290.4
Y11716,C006,20210207,4.31,3346.8,291.0,151.0
Y11717,C001,20240717,1.94,2382.8,112.2,197.5
Y11718,C004,20210917,4.02,3492.1,213.1,205.9
Y11719,C003,20220628,3.45,3245.7,95.9,151.7
Y11720,C007,20220826,3.93,2663.8,157.1,162.6
Y11721,C007,20200826,3.04,4203.8,131.4,117.3
Y11722,C003,20201016,4.88,3355.7,146.8,199.4
Y11723,C008,20200201,4.54,2701.2,224.5,76.7
Y11724,C007,20210430,3.83,4883.3,148.4,185.9
Y11725,C005,20231002,2.96,2715.4,177.6,207.3
Y11726,C008,20220407,1.68,2627.2,90.1,282.1
Y11727,C002,20230709,1.31,563.7,205.8,200.8
Y11728,C002,20231026,4.0,1868.5,110.1,67.6
Y11729,C001,20240206,3.97,4444.7,147.0,102.0
Y11730,C008,20220401,4.75,3570.7,91.1,208.0
Y11731,C007,20201110,4.72,2854.0,198.9,80.0
Y11732,C002,20200807,4.5,3103.4,50.9,160.2
Y11733,C006,20220125,1.26,1295.6,220.5,227.8
